formula,target,oxidation_states
As1B1,701.5857233477558,"{'As': -3.0, 'B': 3.0}"
Ba1Ga1H1Si1,1138.5856886491724,"({'Ba': 2.0, 'Ga': 3.0, 'H': -1.0, 'Si': -4.0},)"
Ge1Pt1Ti1,297.5857554260802,[]
As4Be2Sn2,523.5857374812748,"{'As': -3.0, 'Be': 2.0, 'Sn': 4.0}"
Ir4P8,483.58574065734666,"{'Ir': 4.0, 'P': -2.0}"
Ba2F1N1,366.5857499473565,"({'Ba': 2.0, 'F': -1.0, 'N': -3.0},)"
K2S1,184.5857643984827,"({'K': 1.0, 'S': -2.0},)"
B4C4Ca2,1292.5856764212965,"{'B': 3.0, 'C': -4.0, 'Ca': 2.0}"
K2O4Sb2,609.5857306527207,"({'K': 1.0, 'O': -2.0, 'Sb': 3.0},)"
F6Rb2Si1,762.5857185042465,"({'F': -1.0, 'Rb': 1.0, 'Si': 4.0},)"
Au4O4Rb4,545.5857357344355,"({'Au': 1.0, 'O': -2.0, 'Rb': 1.0},)"
Cu3S4Ta1,413.58574621547217,"{'Cu': 1.0, 'S': -2.0, 'Ta': 5.0}"
C2Pt1Rb2,1797.5856363233909,"{'C': 0.0, 'Pt': -2.0, 'Rb': 1.0}"
C1Cd1N2,2151.5856082151568,"{'C': 4.0, 'Cd': 2.0, 'N': -3.0}"
F1Li1,593.5857319231493,"({'F': -1.0, 'Li': 1.0},)"
Li2S1,457.5857427217933,"({'Li': 1.0, 'S': -2.0},)"
B2Ba1O6Ti1,1382.5856692751352,"({'B': 3.0, 'Ba': 2.0, 'O': -2.0, 'Ti': 4.0},)"
Al4Se6,429.5857449450435,"({'Al': 3.0, 'Se': -2.0},)"
Pd3Rb2S4,348.5857513765887,"({'Pd': 2.0, 'Rb': 1.0, 'S': -2.0},)"
Ga1O6Sr2Ta1,809.5033679564572,"({'Ga': 3.0, 'O': -2.0, 'Sr': 2.0, 'Ta': 5.0},)"
Cu2F2S2Sr2,337.5857522500084,"({'Cu': 1.0, 'F': -1.0, 'S': -2.0, 'Sr': 2.0},)"
Cd2Cs2La2Te6,159.58576638352753,"{'Cd': 2.0, 'Cs': 1.0, 'La': 3.0, 'Te': -2.0}"
O2P2Y2Zn2,561.5857344640067,"({'O': -2.0, 'P': -3.0, 'Y': 3.0, 'Zn': 2.0},)"
O2S1Y2,524.5857374018732,"({'O': -2.0, 'S': -2.0, 'Y': 3.0},)"
Ba4O4,374.5857493121421,"({'Ba': 2.0, 'O': -2.0},)"
O8P2Tl2,1077.585693492682,"({'O': -2.0, 'P': 5.0, 'Tl': 3.0},)"
F6Rb2Zr1,568.5857339081942,"({'F': -1.0, 'Rb': 1.0, 'Zr': 4.0},)"
F6Hf1Rb2,579.5857330347744,"({'F': -1.0, 'Hf': 4.0, 'Rb': 1.0},)"
F6Na1Rh1Tl2,544.5857358138372,"({'F': -1.0, 'Na': 1.0, 'Rh': 3.0, 'Tl': 1.0},)"
Ag2Al2Se4,373.585749391544,"({'Ag': 1.0, 'Al': 3.0, 'Se': -2.0},)"
Cu1O2Rh1,691.5857241417737,"({'Cu': 1.0, 'O': -2.0, 'Rh': 3.0},)"
Ca1Se1,184.5857643984827,"({'Ca': 2.0, 'Se': -2.0},)"
Na4Pt2Se4,225.5857611430092,"{'Na': 1.0, 'Pt': 2.0, 'Se': -2.0}"
Fe2S4,447.5857435158112,"{'Fe': 2.0, 'S': -1.0}"
Cu4Se6Si2,420.58574565965966,"{'Cu': 1.0, 'Se': -2.0, 'Si': 4.0}"
Be3F6,932.5857050059418,"({'Be': 2.0, 'F': -1.0},)"
P8Rh4,466.5857420071772,"{'P': -2.0, 'Rh': 4.0}"
B1N1,1223.58568190002,"{'B': 3.0, 'N': -3.0}"
Ca1F8Hf1Li2,566.5857340669977,"({'Ca': 2.0, 'F': -1.0, 'Hf': 4.0, 'Li': 1.0},)"
Ag2Ba2F2Te2,244.5857596343752,"({'Ag': 1.0, 'Ba': 2.0, 'F': -1.0, 'Te': -2.0},)"
Al1N1,721.0857217994208,"({'Al': 3.0, 'N': -3.0},)"
Cs1F1,214.5306860178739,"({'Cs': 1.0, 'F': -1.0},)"
Sr1Te1,121.58576940079568,"({'Sr': 2.0, 'Te': -2.0},)"
Li2O1,660.5857266032292,"({'Li': 1.0, 'O': -2.0},)"
F6Mg1Pb1,547.5857355756318,"({'F': -1.0, 'Mg': 2.0, 'Pb': 4.0},)"
Ag2In2S4,317.58575383804435,"{'Ag': 1.0, 'In': 3.0, 'S': -2.0}"
As2O6Pb1,719.5857219185235,"{'As': 5.0, 'O': -2.0, 'Pb': 2.0}"
In2Te4Zn1,160.58576630412574,"{'In': 3.0, 'Te': -2.0, 'Zn': 2.0}"
Pb1S1,224.58576122241104,"({'Pb': 2.0, 'S': -2.0},)"
As4In2K4Na2,202.58576296925045,"{'As': -3.0, 'In': 3.0, 'K': 1.0, 'Na': 1.0}"
