formula,target,oxidation_states
Hf1O3Te1,1.15,[]
Be1F1N1Na1O1,2.47,[]
F1N1O1Sn1Tl1,1.04,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Sn': 3.0, 'Tl': 3.0}"
Mo1O3W1,1.15,"{'Mo': 3.0, 'O': -2.0, 'W': 3.0}"
Au1In1N2O1,1.75,"{'Au': 5.0, 'In': 3.0, 'N': -3.0, 'O': -2.0}"
F1O2Te1Zr1,1.09,[]
Co1Ir1N3,1.69,"{'Co': 4.0, 'Ir': 5.0, 'N': -3.0}"
Cu1O2S1W1,1.3,"{'Cu': 1.0, 'O': -2.0, 'S': -2.0, 'W': 5.0}"
Bi1O3Rh1,1.11,"{'Bi': 3.0, 'O': -2.0, 'Rh': 3.0}"
As1N3Ru1,1.86,"{'As': 5.0, 'N': -3.0, 'Ru': 4.0}"
K1N2O1Sn1,2.48,"{'K': 1.0, 'N': -1.0, 'O': -2.0, 'Sn': 3.0}"
B1Fe1O3,1.71,"({'B': 3.0, 'Fe': 3.0, 'O': -2.0},)"
Au1F1O2V1,1.25,"{'Au': 1.0, 'F': -1.0, 'O': -2.0, 'V': 4.0}"
Ba1K1O3,1.26,[]
Co2N1O2,1.16,"{'Co': 3.5, 'N': -3.0, 'O': -2.0}"
O3Sb1Ti1,0.99,"({'O': -2.0, 'Sb': 3.0, 'Ti': 3.0},)"
F1Fe1Mo1O2,1.17,"{'F': -1.0, 'Fe': 3.0, 'Mo': 2.0, 'O': -2.0}"
O3Zn1Zr1,0.75,"({'O': -2.0, 'Zn': 2.0, 'Zr': 4.0},)"
Cs1Cu1N1O2,2.04,"({'Cs': 1.0, 'Cu': 2.0, 'N': 1.0, 'O': -2.0},)"
B1Mn1N1O2,1.4300000000000002,"{'B': 3.0, 'Mn': 4.0, 'N': -3.0, 'O': -2.0}"
Fe1O2S1Sn1,0.89,"{'Fe': 2.0, 'O': -2.0, 'S': -2.0, 'Sn': 4.0}"
In1N3Y1,1.7400000000000002,"{'In': 2.0, 'N': -1.6666666666666667, 'Y': 3.0}"
Cr1K1O3,0.7000000000000001,"({'Cr': 5.0, 'K': 1.0, 'O': -2.0},)"
Cd1Cu1O2S1,1.34,"({'Cd': 2.0, 'Cu': 3.0, 'O': -2.0, 'S': -1.0},)"
La1Mg1N3,1.96,"{'La': 3.0, 'Mg': 2.0, 'N': -1.6666666666666667}"
Cu1Hg1N3,2.53,"{'Cu': 1.0, 'Hg': 2.0, 'N': -1.0}"
As1O3Si1,1.24,"({'As': 2.0, 'O': -2.0, 'Si': 4.0},)"
Ir1N3Sr1,2.85,"{'Ir': 5.0, 'N': -2.3333333333333335, 'Sr': 2.0}"
Hg1N1O2Zn1,1.98,"({'Hg': 1.0, 'N': 1.0, 'O': -2.0, 'Zn': 2.0},)"
Co1O3Si1,1.15,"({'Co': 2.0, 'O': -2.0, 'Si': 4.0},)"
N3Pt1Ti1,1.6800000000000002,"{'N': -3.0, 'Pt': 5.0, 'Ti': 4.0}"
F1Fe1O2Sn1,0.64,"{'F': -1.0, 'Fe': 3.0, 'O': -2.0, 'Sn': 2.0}"
As1F1N1O1Pd1,1.4500000000000002,"{'As': 2.0, 'F': -1.0, 'N': -3.0, 'O': -2.0, 'Pd': 4.0}"
Fe1N3Rh1,1.36,"{'Fe': 3.0, 'N': -2.3333333333333335, 'Rh': 4.0}"
Cr1N2O1Pb1,1.19,"{'Cr': 6.0, 'N': -3.0, 'O': -2.0, 'Pb': 2.0}"
N2O1Si1V1,0.84,"{'N': -3.0, 'O': -2.0, 'Si': 4.0, 'V': 4.0}"
F1Ir1N1O1Ta1,1.04,"({'F': -1.0, 'Ir': 3.0, 'N': -3.0, 'O': -2.0, 'Ta': 3.0},)"
F1Nb1O2Re1,1.44,"({'F': -1.0, 'Nb': 2.0, 'O': -2.0, 'Re': 3.0},)"
F1Ge1O2Zn1,0.76,"({'F': -1.0, 'Ge': 3.0, 'O': -2.0, 'Zn': 2.0},)"
F1N1Na1O1Y1,1.69,"({'F': -1.0, 'N': -1.0, 'Na': 1.0, 'O': -2.0, 'Y': 3.0},)"
Cs1N2O1Pb1,2.66,"{'Cs': 1.0, 'N': -0.5, 'O': -2.0, 'Pb': 2.0}"
F1Ga1N1O1Sn1,0.75,"{'F': -1.0, 'Ga': 3.0, 'N': -3.0, 'O': -2.0, 'Sn': 3.0}"
F1Li1Mn1N1O1,1.44,"{'F': -1.0, 'Li': 1.0, 'Mn': 3.0, 'N': -1.0, 'O': -2.0}"
Li1N3Sr1,3.16,"({'Li': 1.0, 'N': -1.0, 'Sr': 2.0},)"
F1Mo1N1O1Zr1,1.1,"{'F': -1.0, 'Mo': 2.0, 'N': -3.0, 'O': -2.0, 'Zr': 4.0}"
B1Ir1N2O1,1.9,"{'B': 3.0, 'Ir': 5.0, 'N': -3.0, 'O': -2.0}"
Cs1F1N1O1Pd1,2.21,"({'Cs': 1.0, 'F': -1.0, 'N': -2.0, 'O': -2.0, 'Pd': 4.0},)"
Bi1Hf1O2S1,1.13,"{'Bi': 2.0, 'Hf': 4.0, 'O': -2.0, 'S': -2.0}"
Mg1N2O1Y1,1.88,"({'Mg': 2.0, 'N': -1.5, 'O': -2.0, 'Y': 3.0},)"
Cd1Cr1O2S1,1.28,"{'Cd': 2.0, 'Cr': 4.0, 'O': -2.0, 'S': -2.0}"
Au1La1O2S1,1.01,"{'Au': 3.0, 'La': 3.0, 'O': -2.0, 'S': -2.0}"
Be1F1Ga1O2,1.0,"({'Be': 2.0, 'F': -1.0, 'Ga': 3.0, 'O': -2.0},)"
Fe1N3Zn1,1.51,"{'Fe': 3.0, 'N': -1.6666666666666667, 'Zn': 2.0}"
