formula,target,oxidation_states
As4Mg2Sn2,276.58575709351777,"{'As': -3.0, 'Mg': 2.0, 'Sn': 4.0}"
As4Be2Si2,528.5857370842659,"{'As': -3.0, 'Be': 2.0, 'Si': 4.0}"
As4Be2Ge2,540.5857361314445,"{'As': -3.0, 'Be': 2.0, 'Ge': 4.0}"
N2Zn1Zr1,650.5857273972472,"{'N': -3.0, 'Zn': 2.0, 'Zr': 4.0}"
Li4N2O4P2,1100.5856916664409,"{'Li': 1.0, 'N': -3.0, 'O': -2.0, 'P': 5.0}"
Na1S2Y1,279.5857568553124,"({'Na': 1.0, 'S': -2.0, 'Y': 3.0},)"
Ba1F2,301.58575510847294,"({'Ba': 2.0, 'F': -1.0},)"
Mg1Se1,302.5857550290712,"({'Mg': 2.0, 'Se': -2.0},)"
Ag2Ga2O4,614.5857302557117,"{'Ag': 1.0, 'Ga': 3.0, 'O': -2.0}"
Li1P1S4Zn1,571.5857336699888,"{'Li': 1.0, 'P': 5.0, 'S': -2.0, 'Zn': 2.0}"
Al4O6,792.5857161221927,"({'Al': 3.0, 'O': -2.0},)"
B2Mg1O6Sn1,1341.5856725306085,"({'B': 3.0, 'Mg': 2.0, 'O': -2.0, 'Sn': 4.0},)"
K1La1Te2,144.5857675745544,"{'K': 1.0, 'La': 3.0, 'Te': -2.0}"
Be4N4Sr2,1049.5856957159324,"({'Be': 2.0, 'N': -3.0, 'Sr': 2.0},)"
Rb4S6Si2,579.5857330347744,"{'Rb': 1.0, 'S': -2.0, 'Si': 4.0}"
K4Te4Zn2,187.5857641602773,"({'K': 1.0, 'Te': -2.0, 'Zn': 2.0},)"
F8Pd2Sr2,526.5857372430696,"({'F': -1.0, 'Pd': 2.0, 'Sr': 2.0},)"
Ba2F8Pd2,520.5857377194803,"({'Ba': 2.0, 'F': -1.0, 'Pd': 2.0},)"
Ba6N2Sb2,435.58574446863264,"({'Ba': 2.0, 'N': -3.0, 'Sb': -3.0},)"
Ba2Be4N4,1002.5856994478164,"({'Ba': 2.0, 'Be': 2.0, 'N': -3.0},)"
Ca4O1Sb2,401.58574716829366,"({'Ca': 2.0, 'O': -2.0, 'Sb': -3.0},)"
Cs2F6Na1Tl1,443.5857438334184,"({'Cs': 1.0, 'F': -1.0, 'Na': 1.0, 'Tl': 3.0},)"
Cs2F6Na1Y1,461.585742404186,"({'Cs': 1.0, 'F': -1.0, 'Na': 1.0, 'Y': 3.0},)"
Cs2F6Hf1,572.5857335905872,"({'Cs': 1.0, 'F': -1.0, 'Hf': 4.0},)"
Cs2Pt3S4,375.58574923274034,"{'Cs': 1.0, 'Pt': 2.0, 'S': -2.0}"
F6Pd1Rb2,614.5857302557117,"({'F': -1.0, 'Pd': 4.0, 'Rb': 1.0},)"
As2Cu3K3,287.5857562200981,"({'As': -3.0, 'Cu': 1.0, 'K': 1.0},)"
Ag3As2K3,236.5857602695895,"({'Ag': 1.0, 'As': -3.0, 'K': 1.0},)"
Al2O8Ta2,955.5857031797004,"({'Al': 3.0, 'O': -2.0, 'Ta': 5.0},)"
Ca1Cs2F4,435.58574446863264,"({'Ca': 2.0, 'Cs': 1.0, 'F': -1.0},)"
As2Cu2K4,282.58575661710705,"({'As': -3.0, 'Cu': 1.0, 'K': 1.0},)"
Be2N4Si2,982.585701035852,"{'Be': 2.0, 'N': -3.0, 'Si': 4.0}"
Ga2Te4Zn1,208.5857624928397,"{'Ga': 3.0, 'Te': -2.0, 'Zn': 2.0}"
Al4C3,850.5857115168886,"({'Al': 3.0, 'C': -4.0},)"
Cu1La1O2,640.5857281912653,"{'Cu': 1.0, 'La': 3.0, 'O': -2.0}"
Ba2O4Pb1,635.285556532021,"({'Ba': 2.0, 'O': -2.0, 'Pb': 4.0},)"
Ag4O4Pb2,496.5857396251232,"({'Ag': 1.0, 'O': -2.0, 'Pb': 2.0},)"
In2K6P4,263.5857581257411,"{'In': 3.0, 'K': 1.0, 'P': -3.0}"
In1Na1S2,270.5857575699285,"{'In': 3.0, 'Na': 1.0, 'S': -2.0}"
Ba3In2O6,620.585729779301,"({'Ba': 2.0, 'In': 3.0, 'O': -2.0},)"
O3Pb1Ti1,800.4307672174878,"{'O': -2.0, 'Pb': 2.0, 'Ti': 4.0}"
Hg1In2Se4,204.58576281044685,"{'Hg': 2.0, 'In': 3.0, 'Se': -2.0}"
