formula,target,oxidation_states
Ca2F6Tl2,1.6774943616398088,"({'Ca': 2.0, 'F': -1.0, 'Tl': 1.0},)"
Pd4Se6Tl2,5.083371584555542,"{'Pd': 2.5, 'Se': -2.0, 'Tl': 1.0}"
Au2O4Rb2,1.8904877677467269,"({'Au': 3.0, 'O': -2.0, 'Rb': 1.0},)"
Au2Na4Sb2,4.248906133739991,"{'Au': 1.0, 'Na': 1.0, 'Sb': -3.0}"
Cs1F6Sb1,1.4138462905610778,"({'Cs': 1.0, 'F': -1.0, 'Sb': 5.0},)"
Cd1O6Pt3,4.168143991434716,"({'Cd': 2.0, 'O': -2.0, 'Pt': 3.3333333333333335},)"
Ag2K4Sb2,2.7142838834580285,"({'Ag': 1.0, 'K': 1.0, 'Sb': -3.0},)"
Al1F5K2,1.3501851724856109,"({'Al': 3.0, 'F': -1.0, 'K': 1.0},)"
Na2O2Rb2,1.8586097851171808,"({'Na': 1.0, 'O': -2.0, 'Rb': 1.0},)"
As2Cd2Sr1,11.709114967978294,"({'As': -3.0, 'Cd': 2.0, 'Sr': 2.0},)"
Ag2As2K4,2.6416650683486123,"({'Ag': 1.0, 'As': -3.0, 'K': 1.0},)"
Au2Rb2Te2,2.4514189768377013,"{'Au': 1.0, 'Rb': 1.0, 'Te': -2.0}"
As4Ge2K4,2.6771061490597114,"{'As': -3.0, 'Ge': 4.0, 'K': 1.0}"
F3Li4Mn8O13,2.2661178257098635,"({'F': -1.0, 'Li': 1.0, 'Mn': 3.125, 'O': -2.0},)"
K4Mn2S4,1.9960270539248668,"({'K': 1.0, 'Mn': 2.0, 'S': -2.0},)"
Fe1Li5O8Si2,1.7388070623275034,"({'Fe': 3.0, 'Li': 1.0, 'O': -2.0, 'Si': 4.0},)"
Cs2F6Ge1,1.4208011824319462,"({'Cs': 1.0, 'F': -1.0, 'Ge': 4.0},)"
Al6I2Na8O24Si6,1.5591555406693711,"({'Al': 3.0, 'I': -1.0, 'Na': 1.0, 'O': -2.0, 'Si': 4.0},)"
Ba1O6Sb2,1.856166210230112,"({'Ba': 2.0, 'O': -2.0, 'Sb': 5.0},)"
