formula,target,oxidation_states
Br2N2Zr2,39.39849999999989,"{'Br': -1.0, 'N': -3.0, 'Zr': 4.0}"
O6Pd2Se2,76.13090000000078,"{'O': -2.0, 'Pd': 4.0, 'Se': 2.0}"
Br4Nb2O2,62.79912499999973,"({'Br': -1.0, 'Nb': 4.0, 'O': -2.0},)"
O2V1,58.829666666667,"({'O': -2.0, 'V': 4.0},)"
I2Ni1,81.66794999999995,"({'I': -1.0, 'Ni': 2.0},)"
I2Th1,80.01143333333304,[]
Ce2I2Si2,43.28366666666695,[]
Ge2Te2Zr2,72.76900000000009,[]
Au2Br2,84.6315125,"({'Au': 1.0, 'Br': -1.0},)"
Au2Te4,317.0674416666667,"{'Au': 4.0, 'Te': -2.0}"
Se4Ti1Zr1,96.06600000000044,"{'Se': -2.0, 'Ti': 4.0, 'Zr': 4.0}"
Se2Ta4,60.31066666666707,[]
Sb3Si1,582.8843499999998,"{'Sb': -1.3333333333333333, 'Si': 4.0}"
O2W1,102.65783333333276,"({'O': -2.0, 'W': 4.0},)"
Ba2N1,205.38953333333333,[]
Ba2S4Zr1,221.5064285714288,"{'Ba': 2.0, 'S': -2.0, 'Zr': 4.0}"
Ag1N1O2,136.5129999999999,"{'Ag': 1.0, 'N': 3.0, 'O': -2.0}"
I6U2,98.21425000000028,"({'I': -1.0, 'U': 3.0},)"
Cl6Tb2,82.25175000000019,"({'Cl': -1.0, 'Tb': 3.0},)"
Cl2Tb2,54.80574999999988,[]
F2Np1O2,45.28120000000069,"({'F': -1.0, 'Np': 6.0, 'O': -2.0},)"
Bi1Br1Te1,105.22520000000002,"{'Bi': 3.0, 'Br': -1.0, 'Te': -2.0}"
O2Tl4,78.16296666666656,"({'O': -2.0, 'Tl': 1.0},)"
Cl2O2Y2,35.057333333333496,"({'Cl': -1.0, 'O': -2.0, 'Y': 3.0},)"
As1Na3,250.0360625,"({'As': -3.0, 'Na': 1.0},)"
Ag1Er1P2Se6,77.70775000000008,"{'Ag': 1.0, 'Er': 3.0, 'P': 4.0, 'Se': -2.0}"
S4Si2,85.99066666666609,"{'S': -2.0, 'Si': 4.0}"
Te2Ti1,109.77216666666666,"{'Te': -2.0, 'Ti': 4.0}"
Te6Zr2,74.82075000000022,"{'Te': -1.0, 'Zr': 3.0}"
Se2Sn2,148.11101250000002,"({'Se': -2.0, 'Sn': 2.0},)"
Ir1Te2,211.1025666666664,"{'Ir': 4.0, 'Te': -2.0}"
Rh1Te2,200.25136666666648,"{'Rh': 4.0, 'Te': -2.0}"
I2S2Sb2,151.33031666666676,"{'I': -1.0, 'S': -2.0, 'Sb': 3.0}"
Cl2Mg1,63.48626666666668,"({'Cl': -1.0, 'Mg': 2.0},)"
Cl6P2,96.06956250000007,"({'Cl': -1.0, 'P': 3.0},)"
I6Sb2,97.59346249999994,"{'I': -1.0, 'Sb': 3.0}"
Bi4I2Te2,43.94098750000008,"{'Bi': 1.5, 'I': -1.0, 'Te': -2.0}"
Ni1Te2,172.01489999999995,"{'Ni': 4.0, 'Te': -2.0}"
Hg2P2S6,70.59610000000015,"{'Hg': 1.0, 'P': 5.0, 'S': -2.0}"
Cl4Nb2Se4,69.42130000000013,"{'Cl': -1.0, 'Nb': 3.0, 'Se': -0.5}"
Cl12Cr4,69.52256249999999,"({'Cl': -1.0, 'Cr': 3.0},)"
I4Te8,106.9255583333334,"{'I': -1.0, 'Te': 0.5}"
Ge8I8S12,388.0054285714288,"{'Ge': 4.0, 'I': -1.0, 'S': -2.0}"
Cl2Ti1,66.7030999999998,"({'Cl': -1.0, 'Ti': 2.0},)"
Cl6V2,73.31599999999972,"({'Cl': -1.0, 'V': 3.0},)"
Au1Cl7Te1,87.00637777777777,"{'Au': 3.0, 'Cl': -1.0, 'Te': 4.0}"
Hf3Te2,78.33959999999963,[]
Ag1Ga1P2Se6,74.43899999999992,"{'Ag': 1.0, 'Ga': 3.0, 'P': 4.0, 'Se': -2.0}"
P4Pd4S4,79.8146666666666,"{'P': -1.0, 'Pd': 3.0, 'S': -2.0}"
Nd2Te6,57.27412500000018,"{'Nd': 3.0, 'Te': -1.0}"
Ag1P2S6Sc1,69.55804999999992,"{'Ag': 1.0, 'P': 4.0, 'S': -2.0, 'Sc': 3.0}"
S8Tc4,74.42458333333323,"{'S': -2.0, 'Tc': 4.0}"
Cl2Er2S2,65.07816666666687,"({'Cl': -1.0, 'Er': 3.0, 'S': -2.0},)"
In2S2,250.753675,"{'In': 2.0, 'S': -2.0}"
Bi1Cl1Te1,104.20819999999998,"{'Bi': 3.0, 'Cl': -1.0, 'Te': -2.0}"
Bi2Cl2O2,71.04700000000008,"({'Bi': 3.0, 'Cl': -1.0, 'O': -2.0},)"
I2N2Zr2,42.57066666666677,"{'I': -1.0, 'N': -3.0, 'Zr': 4.0}"
C1Cl2Sc2,40.478600000000135,"{'C': -4.0, 'Cl': -1.0, 'Sc': 3.0}"
I2O2Tm2,47.13916666666761,"({'I': -1.0, 'O': -2.0, 'Tm': 3.0},)"
B1P1S4,82.40150000000001,"{'B': 3.0, 'P': 5.0, 'S': -2.0}"
Cl2N2Th2,122.62650000000086,"({'Cl': -1.0, 'N': -3.0, 'Th': 4.0},)"
Bi2Se1Te2,70.52873999999964,"{'Bi': 3.0, 'Se': -2.0, 'Te': -2.0}"
Br2Nd2O2,64.70566666666677,"({'Br': -1.0, 'Nd': 3.0, 'O': -2.0},)"
Ba1O2,274.2939999999998,[]
Bi2O4Rb2,165.4331250000003,"({'Bi': 3.0, 'O': -2.0, 'Rb': 1.0},)"
Au2Rb2S2,354.16726666666665,"{'Au': 1.0, 'Rb': 1.0, 'S': -2.0}"
As2I6,96.39201250000006,"{'As': 3.0, 'I': -1.0}"
F2I2Sr2,55.3533333333336,"({'F': -1.0, 'I': -1.0, 'Sr': 2.0},)"
Au2K2Se2,338.35115,"{'Au': 1.0, 'K': 1.0, 'Se': -2.0}"
Cl2Cr2O2,38.934499999999865,"({'Cl': -1.0, 'Cr': 3.0, 'O': -2.0},)"
Br2O2V2,41.33616666666651,"({'Br': -1.0, 'O': -2.0, 'V': 3.0},)"
As2Ce1Li2,173.22060000000005,"{'As': -3.0, 'Ce': 4.0, 'Li': 1.0}"
Hf2Te10,88.24750000000004,"({'Hf': 4.0, 'Te': -0.8},)"
P2Pd3S8,83.76100000000042,"{'P': 5.0, 'Pd': 2.0, 'S': -2.0}"
As2S6Sn1Tl2,93.97281818181824,"{'As': 4.0, 'S': -2.0, 'Sn': 2.0, 'Tl': 1.0}"
Sb6Te6,33.696250000000205,"{'Sb': 2.0, 'Te': -2.0}"
Br10Pr4,93.65428571428544,[]
N2Te2U2,75.83866666666681,"{'N': -3.0, 'Te': -2.0, 'U': 5.0}"
Br2O2Pu2,59.9303333333321,"({'Br': -1.0, 'O': -2.0, 'Pu': 3.0},)"
Ca2Si2,345.58724999999987,[]
I6Tl2,254.93566875,"({'I': -1.0, 'Tl': 3.0},)"
H2Mg5O6,18.41123076923079,"({'H': 1.0, 'Mg': 2.0, 'O': -2.0},)"
I7Se1Ta3,99.89068181818172,"({'I': -1.0, 'Se': -2.0, 'Ta': 3.0},)"
Cl2Ga2Te2,80.38811666666669,"{'Cl': -1.0, 'Ga': 3.0, 'Te': -2.0}"
Al2Cl2O2,36.372666666665936,"({'Al': 3.0, 'Cl': -1.0, 'O': -2.0},)"
Cl16Nb4,74.08099999999963,"({'Cl': -1.0, 'Nb': 4.0},)"
Br7Nb3S1,87.81300000000059,"{'Br': -1.0, 'Nb': 3.0, 'S': -2.0}"
Lu4P4S16,66.08187500000007,"{'Lu': 3.0, 'P': 5.0, 'S': -2.0}"
