formula,target,oxidation_states
As1N1O2Sc1,1.43,"{'As': 5.0, 'N': -3.0, 'O': -2.0, 'Sc': 2.0}"
Au1Ga1O2S1,1.28,"{'Au': 3.0, 'Ga': 3.0, 'O': -2.0, 'S': -2.0}"
Mg1O3Ru1,1.36,"({'Mg': 2.0, 'O': -2.0, 'Ru': 4.0},)"
N1O2Pt1Sn1,1.2,"{'N': -3.0, 'O': -2.0, 'Pt': 5.0, 'Sn': 2.0}"
F1Li1O2Sb1,0.92,[]
F1O2Rb1Sn1,1.17,"({'F': -1.0, 'O': -2.0, 'Rb': 1.0, 'Sn': 4.0},)"
In1Mo1N3,1.23,"{'In': 3.0, 'Mo': 6.0, 'N': -3.0}"
Be1F1O2Pt1,2.03,[]
F1N1O1Os1Y1,1.94,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Os': 3.0, 'Y': 3.0}"
Mo1N2O1Sb1,0.81,"{'Mo': 5.0, 'N': -3.0, 'O': -2.0, 'Sb': 3.0}"
O2Ru2S1,1.36,"{'O': -2.0, 'Ru': 3.0, 'S': -2.0}"
Cr1O2S1Ti1,0.61,"{'Cr': 2.0, 'O': -2.0, 'S': -2.0, 'Ti': 4.0}"
Co1N3Ru1,1.37,"{'Co': 3.0, 'N': -3.0, 'Ru': 6.0}"
Mo1O2S1Zr1,1.13,"{'Mo': 2.0, 'O': -2.0, 'S': -2.0, 'Zr': 4.0}"
F1O2Tl2,0.78,[]
Cd1O3Sr1,1.3,[]
F1Mo1N1O1Y1,1.37,"{'F': -1.0, 'Mo': 3.0, 'N': -3.0, 'O': -2.0, 'Y': 3.0}"
Al1Co1O2S1,1.42,"{'Al': 3.0, 'Co': 3.0, 'O': -2.0, 'S': -2.0}"
Cs1N2O1Zn1,2.8,"({'Cs': 1.0, 'N': -0.5, 'O': -2.0, 'Zn': 2.0},)"
Ir1O3Rb1,2.26,"({'Ir': 5.0, 'O': -2.0, 'Rb': 1.0},)"
N1Ni1O2Si1,1.28,"{'N': -3.0, 'Ni': 3.0, 'O': -2.0, 'Si': 4.0}"
Ba1Fe1N3,2.62,"{'Ba': 2.0, 'Fe': 3.0, 'N': -1.6666666666666667}"
Be1N1O2Te1,1.7000000000000002,"{'Be': 2.0, 'N': -2.0, 'O': -2.0, 'Te': 4.0}"
Mg1O3Ta1,0.5900000000000001,"({'Mg': 2.0, 'O': -2.0, 'Ta': 4.0},)"
O3Sc1Te1,0.98,"({'O': -2.0, 'Sc': 2.0, 'Te': 4.0},)"
Cd1N1O2Pd1,1.91,"({'Cd': 2.0, 'N': -2.0, 'O': -2.0, 'Pd': 4.0},)"
Fe1La1N1O2,1.52,"{'Fe': 3.0, 'La': 3.0, 'N': -2.0, 'O': -2.0}"
O2Pt1S1Tl1,1.32,"{'O': -2.0, 'Pt': 5.0, 'S': -2.0, 'Tl': 1.0}"
Be1N1O2Tl1,2.35,"{'Be': 2.0, 'N': 1.0, 'O': -2.0, 'Tl': 1.0}"
F1Nb1O2Pd1,1.05,"({'F': -1.0, 'Nb': 3.0, 'O': -2.0, 'Pd': 2.0},)"
F1N1O1Pt1Ru1,1.52,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Pt': 2.0, 'Ru': 4.0}"
F1N1O1Tl2,1.16,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Tl': 3.0}"
Bi1Hf1O3,0.91,"({'Bi': 2.0, 'Hf': 4.0, 'O': -2.0},)"
B1N1O2Ti1,1.64,"{'B': 3.0, 'N': -3.0, 'O': -2.0, 'Ti': 4.0}"
F1N1O1Y1Zr1,1.26,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Y': 3.0, 'Zr': 3.0}"
Bi1F1In1N1O1,0.88,"{'Bi': 3.0, 'F': -1.0, 'In': 3.0, 'N': -3.0, 'O': -2.0}"
Ba1Co1O2S1,1.84,"{'Ba': 2.0, 'Co': 4.0, 'O': -2.0, 'S': -2.0}"
Be1O3Sc1,1.47,[]
F1N1O1Sb1Ti1,1.14,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Sb': 3.0, 'Ti': 3.0}"
F1N1O1Os1Sb1,1.66,"{'F': -1.0, 'N': -3.0, 'O': -2.0, 'Os': 3.0, 'Sb': 3.0}"
Hg2N1O2,2.16,"({'Hg': 1.5, 'N': 1.0, 'O': -2.0},)"
B1Cu1O2S1,1.7,"{'B': 3.0, 'Cu': 3.0, 'O': -2.0, 'S': -2.0}"
Cu1O2S1Zn1,1.09,"({'Cu': 3.0, 'O': -2.0, 'S': -1.0, 'Zn': 2.0},)"
Ir1N1Ni1O2,1.9,"{'Ir': 5.0, 'N': -3.0, 'Ni': 2.0, 'O': -2.0}"
B1Fe1N2O1,1.6800000000000002,"{'B': 3.0, 'Fe': 3.0, 'N': -2.0, 'O': -2.0}"
Ga1N2O1Rh1,1.79,"{'Ga': 3.0, 'N': -2.0, 'O': -2.0, 'Rh': 3.0}"
B1N1Na1O2,1.96,[]
K1O2Ru1S1,2.48,"{'K': 1.0, 'O': -2.0, 'Ru': 5.0, 'S': -2.0}"
Fe1N3Pt1,1.52,"{'Fe': 3.0, 'N': -3.0, 'Pt': 6.0}"
Mn1O3Re1,0.96,"{'Mn': 2.0, 'O': -2.0, 'Re': 4.0}"
O2S1Si2,1.16,"({'O': -2.0, 'S': 4.0, 'Si': 0.0},)"
Nb1O3Y1,0.5900000000000001,"({'Nb': 3.0, 'O': -2.0, 'Y': 3.0},)"
F1O2Sb1Ti1,0.97,"({'F': -1.0, 'O': -2.0, 'Sb': 3.0, 'Ti': 2.0},)"
F1Na1O2Y1,1.01,[]
Ge1O2Rh1S1,0.99,"{'Ge': 3.0, 'O': -2.0, 'Rh': 3.0, 'S': -2.0}"
N1O2Pt2,1.82,"{'N': -3.0, 'O': -2.0, 'Pt': 3.5}"
Au1O2S1V1,1.03,"{'Au': 1.0, 'O': -2.0, 'S': -2.0, 'V': 5.0}"
Fe1N2O1Os1,1.49,"{'Fe': 3.0, 'N': -3.0, 'O': -2.0, 'Os': 5.0}"
O2S1Tl2,1.36,"{'O': -2.0, 'S': -2.0, 'Tl': 3.0}"
Al1F1Hf1N1O1,1.02,[]
Co1Mg1N1O2,1.5,"{'Co': 3.0, 'Mg': 2.0, 'N': -1.0, 'O': -2.0}"
Cs1F1In1O2,1.27,[]
Ag1F1O2Os1,1.59,"{'Ag': 1.0, 'F': -1.0, 'O': -2.0, 'Os': 4.0}"
F1Mn1O2Sb1,1.13,"{'F': -1.0, 'Mn': 2.0, 'O': -2.0, 'Sb': 3.0}"
Be2F1N1O1,2.02,"({'Be': 2.0, 'F': -1.0, 'N': -1.0, 'O': -2.0},)"
Li1Mo1O2S1,1.4500000000000002,"{'Li': 1.0, 'Mo': 5.0, 'O': -2.0, 'S': -2.0}"
B1Cu1N2O1,2.58,"{'B': 3.0, 'Cu': 1.0, 'N': -1.0, 'O': -2.0}"
O2Re2S1,1.26,"({'O': -2.0, 'Re': 3.0, 'S': -2.0},)"
Ge1N3Ni1,1.41,"{'Ge': 4.0, 'N': -2.3333333333333335, 'Ni': 3.0}"
Au1Hf1N3,2.01,"{'Au': 5.0, 'Hf': 4.0, 'N': -3.0}"
K1N3Nb1,1.92,"{'K': 1.0, 'N': -1.0, 'Nb': 2.0}"
N3Pd1Si1,1.69,"{'N': -2.6666666666666665, 'Pd': 4.0, 'Si': 4.0}"
Hf1Li1N1O2,1.2,"({'Hf': 4.0, 'Li': 1.0, 'N': -1.0, 'O': -2.0},)"
F1O2Pb1Sr1,0.77,[]
Au1Cu1F1N1O1,1.74,"{'Au': 5.0, 'Cu': 1.0, 'F': -1.0, 'N': -3.0, 'O': -2.0}"
Ba1Ge1O3,0.93,"({'Ba': 2.0, 'Ge': 4.0, 'O': -2.0},)"
Au1N1O2Sn1,1.51,"{'Au': 3.0, 'N': -3.0, 'O': -2.0, 'Sn': 4.0}"
Bi1Cs1F1N1O1,1.93,"{'Bi': 5.0, 'Cs': 1.0, 'F': -1.0, 'N': -3.0, 'O': -2.0}"
