formula,target,oxidation_states
Al3Tm1,1.8864907251724816,[]
Ca1Hg1O2,1.812913356642856,"({'Ca': 2.0, 'Hg': 2.0, 'O': -2.0},)"
Cu2O4Rb2,1.505149978319906,"({'Cu': 3.0, 'O': -2.0, 'Rb': 1.0},)"
Al2Ba3Si2,1.5440680443502757,[]
Li12Sb6,1.505149978319906,"({'Li': 1.0, 'Sb': -2.0},)"
Pd1Te2,1.724275869600789,"{'Pd': 4.0, 'Te': -2.0}"
Cu2K4P2,1.3424226808222062,"({'Cu': 1.0, 'K': 1.0, 'P': -3.0},)"
Cs1F6Sb1,1.1760912590556811,"({'Cs': 1.0, 'F': -1.0, 'Sb': 5.0},)"
Cu3K3P2,1.4471580313422192,"({'Cu': 1.0, 'K': 1.0, 'P': -3.0},)"
Au4O6,1.9084850188786493,"({'Au': 3.0, 'O': -2.0},)"
As2Be2Li2,1.7323937598229686,"({'As': -3.0, 'Be': 2.0, 'Li': 1.0},)"
As4Ru2,2.173186268412274,"{'As': -1.0, 'Ru': 2.0}"
Ba6Mn2N6,1.5314789170422551,"{'Ba': 2.0, 'Mn': 3.0, 'N': -3.0}"
As2Fe2Li2,1.8325089127062364,"({'As': -3.0, 'Fe': 2.0, 'Li': 1.0},)"
Na2O4Pr2,1.9493900066449128,"({'Na': 1.0, 'O': -2.0, 'Pr': 3.0},)"
As4Ba4Pt4,1.8388490907372552,"{'As': -1.0, 'Ba': 2.0, 'Pt': -1.0}"
Ba1Ni2P2,1.8750612633917,"{'Ba': 2.0, 'Ni': 2.0, 'P': -3.0}"
Li8O8Ti2,1.9030899869919435,"({'Li': 1.0, 'O': -2.0, 'Ti': 4.0},)"
Ge2Sb2Zr2,1.9912260756924949,[]
In3Pd3Sm3,1.8750612633917,[]
As1F6Rb1,1.4313637641589874,"({'As': 5.0, 'F': -1.0, 'Rb': 1.0},)"
Co2Sc1Si2,2.201397124320452,"{'Co': 2.5, 'Sc': 3.0, 'Si': -4.0}"
Ba2O4Zr1,2.0253058652647704,"({'Ba': 2.0, 'O': -2.0, 'Zr': 4.0},)"
Fe2Si2Th1,2.187520720836463,"({'Fe': 2.0, 'Si': -4.0, 'Th': 4.0},)"
B2Ca2Ni8,2.123851640967086,[]
Ba1Mg2P2,1.7075701760979365,"({'Ba': 2.0, 'Mg': 2.0, 'P': -3.0},)"
Hg1K4P2,1.230448921378274,"{'Hg': 2.0, 'K': 1.0, 'P': -3.0}"
In3Ni3Y3,1.934498451243568,[]
C1Tb2,1.7853298350107671,[]
Cu1Ir1Sm2,2.0453229787866576,[]
F6Pt1Rb2,1.3424226808222062,"({'F': -1.0, 'Pt': 4.0, 'Rb': 1.0},)"
Ba1Ga2,1.5440680443502757,[]
Ba1Cd2Sb2,1.5563025007672873,"({'Ba': 2.0, 'Cd': 2.0, 'Sb': -3.0},)"
Ca1Cd2Sb2,1.5910646070264989,"({'Ca': 2.0, 'Cd': 2.0, 'Sb': -3.0},)"
B2Pd4,2.2528530309798933,[]
Ga1Ir2Sc1,2.281033367247728,[]
As2Ba4O1,1.568201724066995,"({'As': -3.0, 'Ba': 2.0, 'O': -2.0},)"
