formula,target,oxidation_states
Al2Na2Te4,338.5857521706066,"({'Al': 3.0, 'Na': 1.0, 'Te': -2.0},)"
Ba1F3Li1,481.5857408161503,"({'Ba': 2.0, 'F': -1.0, 'Li': 1.0},)"
O4Rb2Sb2,607.5857308115244,"({'O': -2.0, 'Rb': 1.0, 'Sb': 3.0},)"
Ba4Ca4Sn4,170.5857655101078,[]
Rb2Se1,99.58577114763511,"({'Rb': 1.0, 'Se': -2.0},)"
Hf1Pd1Sn1,197.58576336625936,[]
Ca4Ge4Sr4,200.58576312805403,[]
Cd2Te2,144.5857675745544,"({'Cd': 2.0, 'Te': -2.0},)"
K6S6,478.5857410543556,"({'K': 1.0, 'S': -1.0},)"
Al2Ba1O7Sb2,978.5857013534592,"({'Al': 3.0, 'Ba': 2.0, 'O': -2.0, 'Sb': 3.0},)"
Ag1Sc1Se2,247.5857593961698,"{'Ag': 1.0, 'Sc': 3.0, 'Se': -2.0}"
Ca6P6,432.585744706838,"({'Ca': 2.0, 'P': -2.0},)"
Cs4Pt2,83.42622265888586,"({'Cs': 1.0, 'Pt': -2.0},)"
F8Pd2,652.5857272384436,"({'F': -1.0, 'Pd': 4.0},)"
F6Sn1Zn1,609.5857306527207,"({'F': -1.0, 'Sn': 4.0, 'Zn': 2.0},)"
Cd1Ga2Te4,208.5857624928397,"{'Cd': 2.0, 'Ga': 3.0, 'Te': -2.0}"
F6Pd1Zn1,623.5857295410957,"({'F': -1.0, 'Pd': 4.0, 'Zn': 2.0},)"
P4Ru2,453.5857430394004,"{'P': -1.0, 'Ru': 2.0}"
Co4P8,477.5857411337574,"{'Co': 2.0, 'P': -1.0}"
B2Ca1O6Sn1,1340.5856726100103,"({'B': 3.0, 'Ca': 2.0, 'O': -2.0, 'Sn': 4.0},)"
P4Ru1Si4,502.5857391487126,"{'P': 3.0, 'Ru': 4.0, 'Si': -4.0}"
Ba1S1,218.58576169882184,"({'Ba': 2.0, 'S': -2.0},)"
Ca1Te1,163.58576606592038,"({'Ca': 2.0, 'Te': -2.0},)"
Be1Se1,565.5857341463998,"({'Be': 2.0, 'Se': -2.0},)"
As6Rb4,280.7913011441348,"({'As': -0.6666666666666666, 'Rb': 1.0},)"
As8Ir4,295.5857555848837,"{'As': -2.0, 'Ir': 4.0}"
K1La1S2,253.58575891975903,"{'K': 1.0, 'La': 3.0, 'S': -2.0}"
Au2Li6S4,399.5857473270973,"{'Au': 1.0, 'Li': 1.0, 'S': -2.0}"
B12,1164.585686584726,"({'B': 0.0},)"
K2Te1,129.58576876558132,"({'K': 1.0, 'Te': -2.0},)"
F4Zn2,469.5857417689717,"({'F': -1.0, 'Zn': 2.0},)"
Ru4Se8,260.58575836394647,"{'Ru': 4.0, 'Se': -2.0}"
La2O3,523.5857374812748,"({'La': 3.0, 'O': -2.0},)"
Hg1In2Te4,166.585765827715,"{'Hg': 2.0, 'In': 3.0, 'Te': -2.0}"
As4Fe2,330.5857528058209,"{'As': -1.5, 'Fe': 3.0}"
In2Li2Se4,351.58575113838333,"{'In': 3.0, 'Li': 1.0, 'Se': -2.0}"
Ag2In2O4,571.5857336699888,"{'Ag': 1.0, 'In': 3.0, 'O': -2.0}"
B16Cr4Y4,935.5857047677364,"{'B': -1.5, 'Cr': 3.0, 'Y': 3.0}"
Ge4Pt4Se4,256.58575868155367,"{'Ge': 4.0, 'Pt': -2.0, 'Se': -2.0}"
In1Na1Se2,168.5857656689114,"{'In': 3.0, 'Na': 1.0, 'Se': -2.0}"
In2Se4Zn1,208.5857624928397,"{'In': 3.0, 'Se': -2.0, 'Zn': 2.0}"
Li2Se1,400.58574724769545,"({'Li': 1.0, 'Se': -2.0},)"
Br4Ca2,222.5857613812146,"({'Br': -1.0, 'Ca': 2.0},)"
Cl1Li1,393.58574780350807,"({'Cl': -1.0, 'Li': 1.0},)"
Cl4Zn2,310.5857543938568,"({'Cl': -1.0, 'Zn': 2.0},)"
I2Na4O1,354.585750900178,"({'I': -1.0, 'Na': 1.0, 'O': -2.0},)"
Bi2O8Sb2,727.5857212833093,"{'Bi': 3.0, 'O': -2.0, 'Sb': 5.0}"
Cl2La2O2,494.5857397839269,"({'Cl': -1.0, 'La': 3.0, 'O': -2.0},)"
Cl6Rb2Sn1,319.58575367924067,"({'Cl': -1.0, 'Rb': 1.0, 'Sn': 4.0},)"
Ag1Br1,135.58576828917057,"({'Ag': 1.0, 'Br': -1.0},)"
Br6La2,160.58576630412574,"({'Br': -1.0, 'La': 3.0},)"
Au2Cl6Cs2,335.585752408812,"({'Au': 2.0, 'Cl': -1.0, 'Cs': 1.0},)"
