formula,target,oxidation_states
O6Rb4Zr2,1.8678575962851127,"({'O': -2.0, 'Rb': 1.0, 'Zr': 4.0},)"
Mn2Na12Te8,2.275843946026764,"({'Mn': 2.0, 'Na': 1.0, 'Te': -2.0},)"
As2Li2O6,1.9014183302647008,"({'As': 5.0, 'Li': 1.0, 'O': -2.0},)"
Ag2Al2O4,2.4161255486142887,"({'Ag': 1.0, 'Al': 3.0, 'O': -2.0},)"
Ga2Ge2Te2,7.057081313593223,[]
Ga2Se4Tl2,3.0320203385420825,"{'Ga': 3.0, 'Se': -2.0, 'Tl': 1.0}"
As4K4Pd2,2.928568933796844,"{'As': -3.0, 'K': 1.0, 'Pd': 4.0}"
As2Ca1Mg2,3.013125840938831,"({'As': -3.0, 'Ca': 2.0, 'Mg': 2.0},)"
O6Pt3Zn1,3.969718713796552,"({'O': -2.0, 'Pt': 3.3333333333333335, 'Zn': 2.0},)"
Ca1F6Ti1,1.4604641050632508,"({'Ca': 2.0, 'F': -1.0, 'Ti': 4.0},)"
Ba3Bi3Na3,3.968053763076638,[]
Ag2Na4Sb2,3.4746702481438385,"({'Ag': 1.0, 'Na': 1.0, 'Sb': -3.0},)"
As8Li8,3.930351977452741,"({'As': -1.0, 'Li': 1.0},)"
Li2Na2S2,1.9801239018472216,"({'Li': 1.0, 'Na': 1.0, 'S': -2.0},)"
Ag1S8Tb5,2.951872740592451,"({'Ag': 1.0, 'S': -2.0, 'Tb': 3.0},)"
K1O2Y1,1.885771283409888,"({'K': 1.0, 'O': -2.0, 'Y': 3.0},)"
P8S10,1.886707891186833,"{'P': 2.5, 'S': -2.0}"
As1B1O4,1.7845369460894909,"({'As': 5.0, 'B': 3.0, 'O': -2.0},)"
F6Sb1Tl1,1.5213994654045817,"{'F': -1.0, 'Sb': 5.0, 'Tl': 1.0}"
Ba2O6Se2,1.81589940984259,"({'Ba': 2.0, 'O': -2.0, 'Se': 4.0},)"
P12Pt8Sr2,4.339277973734212,"{'P': 1.0, 'Pt': -2.0, 'Sr': 2.0}"
Ba1F6Sn1,1.5332039438161322,"({'Ba': 2.0, 'F': -1.0, 'Sn': 4.0},)"
K2Na2O2,1.796831748754828,"({'K': 1.0, 'Na': 1.0, 'O': -2.0},)"
Ca1F6Pt1,1.5685820560833763,"({'Ca': 2.0, 'F': -1.0, 'Pt': 4.0},)"
Ba2Hf1S4,2.596806821206896,"({'Ba': 2.0, 'Hf': 4.0, 'S': -2.0},)"
K4Mn2Se4,2.091086719068968,"({'K': 1.0, 'Mn': 2.0, 'Se': -2.0},)"
K2P2Zn2,2.918650829864154,"({'K': 1.0, 'P': -3.0, 'Zn': 2.0},)"
O2Rb1Tl1,2.3034223812984687,"({'O': -2.0, 'Rb': 1.0, 'Tl': 3.0},)"
Ca2Fe2O4,14.019079689242565,"({'Ca': 2.0, 'Fe': 2.0, 'O': -2.0},)"
Al2Hg1Te4,3.0542702347151063,"{'Al': 3.0, 'Hg': 2.0, 'Te': -2.0}"
Ca1Cd2Sb2,6.256365132140763,"({'Ca': 2.0, 'Cd': 2.0, 'Sb': -3.0},)"
F6K2U1,1.5889969582517507,"({'F': -1.0, 'K': 1.0, 'U': 4.0},)"
Pd8Sb4,1.0000000000000049,[]
Cl1O4Tl1,1.5855645682216792,[]
K4O16V6,1.8426493607484489,"({'K': 1.0, 'O': -2.0, 'V': 4.666666666666667},)"
S8Tb4Yb2,2.7889780685166143,"({'S': -2.0, 'Tb': 3.0, 'Yb': 2.0},)"
Al1F5Fe1,1.459316735096724,"({'Al': 3.0, 'F': -1.0, 'Fe': 2.0},)"
Ba2Cu4O4,2.4331128895580143,"({'Ba': 2.0, 'Cu': 1.0, 'O': -2.0},)"
Ca6N6V2,2.825056577604538,"{'Ca': 2.0, 'N': -3.0, 'V': 3.0}"
Ca1O6Sb2,1.8927030934618352,"({'Ca': 2.0, 'O': -2.0, 'Sb': 5.0},)"
O6Sb2Sr1,1.858458949416604,"({'O': -2.0, 'Sb': 5.0, 'Sr': 2.0},)"
Ga3O14Si2Sr3Ta1,1.849595361153356,"({'Ga': 3.0, 'O': -2.0, 'Si': 4.0, 'Sr': 2.0, 'Ta': 5.0},)"
Cu4O14Sr8,2.8195241915377616,"({'Cu': 3.0, 'O': -2.0, 'Sr': 2.0},)"
Cs2F4Hg1,1.6316209731429707,"({'Cs': 1.0, 'F': -1.0, 'Hg': 2.0},)"
Cs3F5Li2,1.507321575952966,"({'Cs': 1.0, 'F': -1.0, 'Li': 1.0},)"
Al2Mg2Se5,2.417878339922559,"({'Al': 3.0, 'Mg': 2.0, 'Se': -2.0},)"
C2Li2O14P2Si2,1.5793628462136242,"({'C': 4.0, 'Li': 1.0, 'O': -2.0, 'P': 5.0, 'Si': 4.0},)"
Au1Ba2Sb1,4.337868716316804,"({'Au': -1.0, 'Ba': 2.0, 'Sb': -3.0},)"
K12O12Sb4,1.7303066202266002,"({'K': 1.0, 'O': -2.0, 'Sb': 3.0},)"
K12Mn2S8,1.929759311399838,"({'K': 1.0, 'Mn': 2.0, 'S': -2.0},)"
Al8La7O24Y1,2.160555484129025,"({'Al': 3.0, 'La': 3.0, 'O': -2.0, 'Y': 3.0},)"
Li4N8Nb4,3.0773463676789232,"{'Li': 1.0, 'N': -3.0, 'Nb': 5.0}"
Ga4Mg2O8,1.9775073535472207,"({'Ga': 3.0, 'Mg': 2.0, 'O': -2.0},)"
Al2Hg1Se4,2.670568541216146,"{'Al': 3.0, 'Hg': 2.0, 'Se': -2.0}"
F4H2Rb2,1.3875067567403048,"({'F': -1.0, 'H': 1.0, 'Rb': 1.0},)"
Ba4Na4O36P12,1.5823539427068771,"({'Ba': 2.0, 'Na': 1.0, 'O': -2.0, 'P': 5.0},)"
Na2O4Pd3,3.127935208195128,"({'Na': 1.0, 'O': -2.0, 'Pd': 2.0},)"
Cl1K1O4,1.4291231577439372,[]
Ca2Ge2N4,2.36964772346721,"{'Ca': 2.0, 'Ge': 4.0, 'N': -3.0}"
F3Li5Mn3O5,1.9758194924300816,"({'F': -1.0, 'Li': 1.0, 'Mn': 2.6666666666666665, 'O': -2.0},)"
Fe1O8Rb1Se2,1.781126984056262,"({'Fe': 3.0, 'O': -2.0, 'Rb': 1.0, 'Se': 6.0},)"
Co2Li4O16Si6,1.6738875908096895,"({'Co': 2.0, 'Li': 1.0, 'O': -2.0, 'Si': 4.0},)"
C3Fe2Li1O9,1.826768640705951,"{'C': 4.0, 'Fe': 2.5, 'Li': 1.0, 'O': -2.0}"
Ag4P8,3.774034092762456,"{'Ag': 1.0, 'P': -0.5}"
Hg4O6Te2,2.177788021517858,"{'Hg': 2.0, 'O': -2.0, 'Te': 2.0}"
Ag16P8Se24,3.104686242870069,"{'Ag': 1.0, 'P': 4.0, 'Se': -2.0}"
B4Li12O20V4,1.8758513622708315,"({'B': 3.0, 'Li': 1.0, 'O': -2.0, 'V': 4.0},)"
As4Cs4Sn2,2.5496672985574618,"{'As': -3.0, 'Cs': 1.0, 'Sn': 4.0}"
Ca8N12Nb4,2.5813615270498884,"{'Ca': 2.0, 'N': -3.0, 'Nb': 5.0}"
K30N38W14,2.161935089990755,"{'K': 1.0, 'N': -3.0, 'W': 6.0}"
Er8O24W4,2.1182208729654857,"({'Er': 3.0, 'O': -2.0, 'W': 6.0},)"
Rb8Se20,2.395379023592439,"({'Rb': 1.0, 'Se': -0.4},)"
B2O6Tm2,1.8402106763447856,"({'B': 3.0, 'O': -2.0, 'Tm': 3.0},)"
Ca2N12,1.753947927767144,"({'Ca': 2.0, 'N': -0.3333333333333333},)"
Au1Sm1Sn1,4.992550951167148,[]
In4O10Sr4,2.069078699969304,"({'In': 3.0, 'O': -2.0, 'Sr': 2.0},)"
K2Pt1Se2,2.459783188277644,"({'K': 1.0, 'Pt': 2.0, 'Se': -2.0},)"
Co4O8,3.742334194994291,"({'Co': 4.0, 'O': -2.0},)"
Sn4Sr8,4.3744332966301664,[]
Se3,2.676891239498217,"({'Se': 0.0},)"
Br12Ge4Rb4,1.9944725284311808,"({'Br': -1.0, 'Ge': 2.0, 'Rb': 1.0},)"
Ba8Cl12O2,1.7502413166951216,"({'Ba': 2.0, 'Cl': -1.0, 'O': -2.0},)"
Cl6Cs2Zr1,1.6542822209848804,"({'Cl': -1.0, 'Cs': 1.0, 'Zr': 4.0},)"
Cd2Cu4Ge2S8,2.9986769304700585,"{'Cd': 2.0, 'Cu': 1.0, 'Ge': 4.0, 'S': -2.0}"
Mo8N24Na24,2.2598399648352685,"{'Mo': 6.0, 'N': -3.0, 'Na': 1.0}"
B10Cu2O20Tm2,1.8554555595145183,"({'B': 3.0, 'Cu': 2.0, 'O': -2.0, 'Tm': 3.0},)"
Cs2N4V2,4.355800997903064,"{'Cs': 1.0, 'N': -3.0, 'V': 5.0}"
S12Sc4Y4,2.8452885032394635,"{'S': -2.0, 'Sc': 3.0, 'Y': 3.0}"
Ca2Mn2Nd2O12Ti2,2.542509652554604,"{'Ca': 2.0, 'Mn': 3.0, 'Nd': 3.0, 'O': -2.0, 'Ti': 4.0}"
Ag4O8Si2Zn2,2.1287804803063497,"{'Ag': 1.0, 'O': -2.0, 'Si': 4.0, 'Zn': 2.0}"
N22Si12Y6,2.2818953379446074,"{'N': -3.0, 'Si': 4.0, 'Y': 3.0}"
P10Y2,3.635748432808116,"({'P': -0.6, 'Y': 3.0},)"
F6Ga1Na1Rb2,1.459109317357682,"({'F': -1.0, 'Ga': 3.0, 'Na': 1.0, 'Rb': 1.0},)"
F8O4Te4,1.80583849407046,"({'F': -1.0, 'O': -2.0, 'Te': 4.0},)"
Be4F16Na8,1.3321644579833,"({'Be': 2.0, 'F': -1.0, 'Na': 1.0},)"
Ba1F6Ni1,1.9785741499035785,"({'Ba': 2.0, 'F': -1.0, 'Ni': 4.0},)"
Ge1Li2Pb1S4,2.7184501098971823,"{'Ge': 4.0, 'Li': 1.0, 'Pb': 2.0, 'S': -2.0}"
Cd1F3Rb1,1.5443976171957798,"({'Cd': 2.0, 'F': -1.0, 'Rb': 1.0},)"
In1P1S4,2.333372380625661,"{'In': 3.0, 'P': 5.0, 'S': -2.0}"
K2Se1,1.815580715193977,"({'K': 1.0, 'Se': -2.0},)"
H16Na4O20P4,1.5001562140879416,"({'H': 1.0, 'Na': 1.0, 'O': -2.0, 'P': 5.0},)"
Ba1F6Si1,1.480138169226103,"({'Ba': 2.0, 'F': -1.0, 'Si': 4.0},)"
F6Rb1Ru1,1.5334072083653116,"({'F': -1.0, 'Rb': 1.0, 'Ru': 5.0},)"
Li4N4O4Si4,1.8308711951782224,"{'Li': 1.0, 'N': -3.0, 'O': -2.0, 'Si': 4.0}"
As1Se3Tl3,3.234553034551897,"{'As': 3.0, 'Se': -2.0, 'Tl': 1.0}"
La1O2Rb1,1.9365816963574352,"({'La': 3.0, 'O': -2.0, 'Rb': 1.0},)"
Al4Hg2O8,2.143739489770159,"({'Al': 3.0, 'Hg': 2.0, 'O': -2.0},)"
K4Ni2P4,2.938240232973917,"{'K': 1.0, 'Ni': 2.0, 'P': -2.0}"
Al4O8Pb2,1.9122249693311013,"({'Al': 3.0, 'O': -2.0, 'Pb': 2.0},)"
F4O1W1,1.5708245181008178,"({'F': -1.0, 'O': -2.0, 'W': 6.0},)"
F6K2Re1,1.5011889732253347,"({'F': -1.0, 'K': 1.0, 'Re': 4.0},)"
S3Sb1Tl3,2.950923640715452,"{'S': -2.0, 'Sb': 3.0, 'Tl': 1.0}"
Cs1F3Sr1,1.4823231766386171,"({'Cs': 1.0, 'F': -1.0, 'Sr': 2.0},)"
H32N4Na4O24Se4,1.512175585042954,"{'H': 1.0, 'N': 5.0, 'Na': 1.0, 'O': -2.0, 'Se': -2.0}"
H3O16P4V2,2.2260923161450425,"{'H': 1.0, 'O': -2.0, 'P': 5.0, 'V': 4.5}"
Cu1Sb3Ti2,1.0,"{'Cu': 1.0, 'Sb': -3.0, 'Ti': 4.0}"
F6Ga2,1.51624536272974,"({'F': -1.0, 'Ga': 3.0},)"
Ag4Te8Tl12,4.144353588518561,"({'Ag': 1.0, 'Te': -2.0, 'Tl': 1.0},)"
Hg1K2O2,1.745257860603978,"({'Hg': 2.0, 'K': 1.0, 'O': -2.0},)"
F6K2Pt1,1.5334464451033167,"({'F': -1.0, 'K': 1.0, 'Pt': 4.0},)"
Ca16Ge4N16,2.467450708727532,"{'Ca': 2.0, 'Ge': 4.0, 'N': -3.0}"
O24Sc16,2.1271267788576527,"({'O': -2.0, 'Sc': 3.0},)"
Au1Ca2Sb1,7.758024039663723,"({'Au': -1.0, 'Ca': 2.0, 'Sb': -3.0},)"
H2Mn1O2,1.768335389129863,"{'H': 1.0, 'Mn': 2.0, 'O': -2.0}"
Li2Mn8O24P6,1.7894874498954538,"{'Li': 1.0, 'Mn': 2.0, 'O': -2.0, 'P': 5.0}"
Cu1O3V1,2.7361072103751103,"{'Cu': 1.0, 'O': -2.0, 'V': 5.0}"
K2Nb2Se4,3.408127540649576,"{'K': 1.0, 'Nb': 3.0, 'Se': -2.0}"
Li2Nb2S4,3.464969889239056,"{'Li': 1.0, 'Nb': 3.0, 'S': -2.0}"
